Started
2019 day 12:
.....
0 : pos=<x= 2 , y= -1 , z= 1 >, vel=<x= 3 , y= -1 , z= -1 >
1 : pos=<x= 2 , y= -9 , z= -3 >, vel=<x= -2 , y= -2 , z= 2 >
2 : pos=<x= 2 , y= -8 , z= 4 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 2 , y= 1 , z= 5 >, vel=<x= -1 , y= 0 , z= 2 >
found velocity and position match, step #: 625
0 : pos=<x= 5 , y= 1 , z= -3 >, vel=<x= 3 , y= -2 , z= 1 >
1 : pos=<x= 0 , y= -8 , z= 0 >, vel=<x= -2 , y= 1 , z= 3 >
2 : pos=<x= 2 , y= -6 , z= 1 >, vel=<x= 0 , y= 2 , z= -3 >
3 : pos=<x= 1 , y= 0 , z= 4 >, vel=<x= -1 , y= -1 , z= -1 >
found velocity and position match, step #: 626
0 : pos=<x= 5 , y= -4 , z= 1 >, vel=<x= 0 , y= -5 , z= 4 >
1 : pos=<x= 1 , y= -4 , z= 4 >, vel=<x= 1 , y= 4 , z= 4 >
2 : pos=<x= 1 , y= -3 , z= -3 >, vel=<x= -1 , y= 3 , z= -4 >
3 : pos=<x= 1 , y= -2 , z= 0 >, vel=<x= 0 , y= -2 , z= -4 >
found velocity and position match, step #: 627
0 : pos=<x= 2 , y= -7 , z= 4 >, vel=<x= -3 , y= -3 , z= 3 >
1 : pos=<x= 3 , y= 2 , z= 5 >, vel=<x= 2 , y= 6 , z= 1 >
2 : pos=<x= 1 , y= -1 , z= -4 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= -7 , z= -3 >, vel=<x= 1 , y= -5 , z= -3 >
found velocity and position match, step #: 628
0 : pos=<x= -1 , y= -8 , z= 6 >, vel=<x= -3 , y= -1 , z= 2 >
1 : pos=<x= 2 , y= 5 , z= 3 >, vel=<x= -1 , y= 3 , z= -2 >
2 : pos=<x= 4 , y= 0 , z= -2 >, vel=<x= 3 , y= 1 , z= 2 >
3 : pos=<x= 3 , y= -10 , z= -5 >, vel=<x= 1 , y= -3 , z= -2 >
found velocity and position match, step #: 629
0 : pos=<x= -1 , y= -8 , z= 5 >, vel=<x= 0 , y= 0 , z= -1 >
1 : pos=<x= 2 , y= 5 , z= 0 >, vel=<x= 0 , y= 0 , z= -3 >
2 : pos=<x= 4 , y= 0 , z= 1 >, vel=<x= 0 , y= 0 , z= 3 >
3 : pos=<x= 3 , y= -10 , z= -4 >, vel=<x= 0 , y= 0 , z= 1 >
found velocity and position match, step #: 630
0 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= 3 , y= 1 , z= -4 >
1 : pos=<x= 3 , y= 2 , z= -2 >, vel=<x= 1 , y= -3 , z= -2 >
2 : pos=<x= 1 , y= -1 , z= 3 >, vel=<x= -3 , y= -1 , z= 2 >
3 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= -1 , y= 3 , z= 4 >
found velocity and position match, step #: 631
0 : pos=<x= 5 , y= -4 , z= -4 >, vel=<x= 3 , y= 3 , z= -5 >
1 : pos=<x= 1 , y= -4 , z= -1 >, vel=<x= -2 , y= -6 , z= 1 >
2 : pos=<x= 1 , y= -3 , z= 2 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 1 , y= -2 , z= 5 >, vel=<x= -1 , y= 5 , z= 5 >
found velocity and position match, step #: 632
0 : pos=<x= 5 , y= 1 , z= -6 >, vel=<x= 0 , y= 5 , z= -2 >
1 : pos=<x= 0 , y= -8 , z= 1 >, vel=<x= -1 , y= -4 , z= 2 >
2 : pos=<x= 2 , y= -6 , z= 0 >, vel=<x= 1 , y= -3 , z= -2 >
3 : pos=<x= 1 , y= 0 , z= 7 >, vel=<x= 0 , y= 2 , z= 2 >
found velocity and position match, step #: 633
0 : pos=<x= 2 , y= 3 , z= -5 >, vel=<x= -3 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= -9 , z= 2 >, vel=<x= 2 , y= -1 , z= 1 >
2 : pos=<x= 2 , y= -8 , z= -1 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 2 , y= 1 , z= 6 >, vel=<x= 1 , y= 1 , z= -1 >
found velocity and position match, step #: 634
0 : pos=<x= -1 , y= 2 , z= -1 >, vel=<x= -3 , y= -1 , z= 4 >
1 : pos=<x= 4 , y= -7 , z= 2 >, vel=<x= 2 , y= 2 , z= 0 >
2 : pos=<x= 2 , y= -9 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
3 : pos=<x= 3 , y= 1 , z= 2 >, vel=<x= 1 , y= 0 , z= -4 >
found velocity and position match, step #: 635
0 : pos=<x= -1 , y= -2 , z= 5 >, vel=<x= 0 , y= -4 , z= 6 >
1 : pos=<x= 3 , y= -4 , z= 0 >, vel=<x= -1 , y= 3 , z= -2 >
2 : pos=<x= 3 , y= -7 , z= 1 >, vel=<x= 1 , y= 2 , z= 2 >
3 : pos=<x= 3 , y= 0 , z= -4 >, vel=<x= 0 , y= -1 , z= -6 >
found velocity and position match, step #: 636
0 : pos=<x= 2 , y= -7 , z= 8 >, vel=<x= 3 , y= -5 , z= 3 >
1 : pos=<x= 1 , y= 0 , z= -1 >, vel=<x= -2 , y= 4 , z= -1 >
2 : pos=<x= 3 , y= -2 , z= 2 >, vel=<x= 0 , y= 5 , z= 1 >
3 : pos=<x= 2 , y= -4 , z= -7 >, vel=<x= -1 , y= -4 , z= -3 >
found velocity and position match, step #: 637
0 : pos=<x= 5 , y= -9 , z= 8 >, vel=<x= 3 , y= -2 , z= 0 >
1 : pos=<x= 2 , y= 1 , z= -1 >, vel=<x= 1 , y= 1 , z= 0 >
2 : pos=<x= 0 , y= 2 , z= 2 >, vel=<x= -3 , y= 4 , z= 0 >
3 : pos=<x= 1 , y= -7 , z= -7 >, vel=<x= -1 , y= -3 , z= 0 >
found velocity and position match, step #: 638
0 : pos=<x= 5 , y= -8 , z= 5 >, vel=<x= 0 , y= 1 , z= -3 >
1 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 0 , y= 0 , z= 1 >
2 : pos=<x= 0 , y= 3 , z= 1 >, vel=<x= 0 , y= 1 , z= -1 >
3 : pos=<x= 1 , y= -9 , z= -4 >, vel=<x= 0 , y= -2 , z= 3 >
found velocity and position match, step #: 639
0 : pos=<x= 2 , y= -6 , z= -1 >, vel=<x= -3 , y= 2 , z= -6 >
1 : pos=<x= 1 , y= 0 , z= 2 >, vel=<x= -1 , y= -1 , z= 2 >
2 : pos=<x= 3 , y= 1 , z= -1 >, vel=<x= 3 , y= -2 , z= -2 >
3 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= 1 , y= 1 , z= 6 >
found velocity and position match, step #: 640
0 : pos=<x= -1 , y= -3 , z= -5 >, vel=<x= -3 , y= 3 , z= -4 >
1 : pos=<x= 3 , y= -2 , z= 2 >, vel=<x= 2 , y= -2 , z= 0 >
2 : pos=<x= 3 , y= -4 , z= -1 >, vel=<x= 0 , y= -5 , z= 0 >
3 : pos=<x= 3 , y= -4 , z= 6 >, vel=<x= 1 , y= 4 , z= 4 >
found velocity and position match, step #: 641
0 : pos=<x= -1 , y= -1 , z= -6 >, vel=<x= 0 , y= 2 , z= -1 >
1 : pos=<x= 4 , y= -7 , z= 1 >, vel=<x= 1 , y= -5 , z= -1 >
2 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= -1 , y= -3 , z= 1 >
3 : pos=<x= 3 , y= 2 , z= 7 >, vel=<x= 0 , y= 6 , z= 1 >
found velocity and position match, step #: 642
0 : pos=<x= 2 , y= 0 , z= -4 >, vel=<x= 3 , y= 1 , z= 2 >
1 : pos=<x= 2 , y= -10 , z= -1 >, vel=<x= -2 , y= -3 , z= -2 >
2 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 2 , y= 5 , z= 5 >, vel=<x= -1 , y= 3 , z= -2 >
found velocity and position match, step #: 643
0 : pos=<x= 5 , y= 0 , z= 1 >, vel=<x= 3 , y= 0 , z= 5 >
1 : pos=<x= 0 , y= -10 , z= -2 >, vel=<x= -2 , y= 0 , z= -1 >
2 : pos=<x= 2 , y= -8 , z= 3 >, vel=<x= 0 , y= 0 , z= 1 >
3 : pos=<x= 1 , y= 5 , z= 0 >, vel=<x= -1 , y= 0 , z= -5 >
found velocity and position match, step #: 644
0 : pos=<x= 5 , y= -1 , z= 5 >, vel=<x= 0 , y= -1 , z= 4 >
1 : pos=<x= 1 , y= -7 , z= 0 >, vel=<x= 1 , y= 3 , z= 2 >
2 : pos=<x= 1 , y= -7 , z= 1 >, vel=<x= -1 , y= 1 , z= -2 >
3 : pos=<x= 1 , y= 2 , z= -4 >, vel=<x= 0 , y= -3 , z= -4 >
found velocity and position match, step #: 645
0 : pos=<x= 2 , y= -3 , z= 6 >, vel=<x= -3 , y= -2 , z= 1 >
1 : pos=<x= 3 , y= -2 , z= 3 >, vel=<x= 2 , y= 5 , z= 3 >
2 : pos=<x= 1 , y= -4 , z= -2 >, vel=<x= 0 , y= 3 , z= -3 >
3 : pos=<x= 2 , y= -4 , z= -5 >, vel=<x= 1 , y= -6 , z= -1 >
found velocity and position match, step #: 646
0 : pos=<x= -1 , y= -6 , z= 4 >, vel=<x= -3 , y= -3 , z= -2 >
1 : pos=<x= 2 , y= 0 , z= 5 >, vel=<x= -1 , y= 2 , z= 2 >
2 : pos=<x= 4 , y= 1 , z= -4 >, vel=<x= 3 , y= 5 , z= -2 >
3 : pos=<x= 3 , y= -8 , z= -3 >, vel=<x= 1 , y= -4 , z= 2 >
found velocity and position match, step #: 647
0 : pos=<x= -1 , y= -8 , z= 1 >, vel=<x= 0 , y= -2 , z= -3 >
1 : pos=<x= 2 , y= 1 , z= 4 >, vel=<x= 0 , y= 1 , z= -1 >
2 : pos=<x= 4 , y= 3 , z= -3 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 3 , y= -9 , z= 0 >, vel=<x= 0 , y= -1 , z= 3 >
found velocity and position match, step #: 648
0 : pos=<x= 2 , y= -9 , z= -3 >, vel=<x= 3 , y= -1 , z= -4 >
1 : pos=<x= 3 , y= 1 , z= 0 >, vel=<x= 1 , y= 0 , z= -4 >
2 : pos=<x= 1 , y= 2 , z= 1 >, vel=<x= -3 , y= -1 , z= 4 >
3 : pos=<x= 2 , y= -7 , z= 4 >, vel=<x= -1 , y= 2 , z= 4 >
found velocity and position match, step #: 649
0 : pos=<x= 5 , y= -7 , z= -4 >, vel=<x= 3 , y= 2 , z= -1 >
1 : pos=<x= 1 , y= 0 , z= -3 >, vel=<x= -2 , y= -1 , z= -3 >
2 : pos=<x= 1 , y= -2 , z= 4 >, vel=<x= 0 , y= -4 , z= 3 >
3 : pos=<x= 1 , y= -4 , z= 5 >, vel=<x= -1 , y= 3 , z= 1 >
found velocity and position match, step #: 650
0 : pos=<x= 5 , y= -2 , z= -2 >, vel=<x= 0 , y= 5 , z= 2 >
1 : pos=<x= 0 , y= -4 , z= -5 >, vel=<x= -1 , y= -4 , z= -2 >
2 : pos=<x= 2 , y= -7 , z= 6 >, vel=<x= 1 , y= -5 , z= 2 >
3 : pos=<x= 1 , y= 0 , z= 3 >, vel=<x= 0 , y= 4 , z= -2 >
found velocity and position match, step #: 651
0 : pos=<x= 2 , y= 2 , z= 1 >, vel=<x= -3 , y= 4 , z= 3 >
1 : pos=<x= 2 , y= -7 , z= -4 >, vel=<x= 2 , y= -3 , z= 1 >
2 : pos=<x= 2 , y= -9 , z= 5 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 1 , y= 1 , z= -3 >
found velocity and position match, step #: 652
0 : pos=<x= -1 , y= 3 , z= 3 >, vel=<x= -3 , y= 1 , z= 2 >
1 : pos=<x= 4 , y= -9 , z= 0 >, vel=<x= 2 , y= -2 , z= 4 >
2 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= 0 , y= 1 , z= -4 >
3 : pos=<x= 3 , y= 1 , z= -2 >, vel=<x= 1 , y= 0 , z= -2 >
found velocity and position match, step #: 653
0 : pos=<x= -1 , y= 1 , z= 2 >, vel=<x= 0 , y= -2 , z= -1 >
1 : pos=<x= 3 , y= -8 , z= 5 >, vel=<x= -1 , y= 1 , z= 5 >
2 : pos=<x= 3 , y= -6 , z= -4 >, vel=<x= 1 , y= 2 , z= -5 >
3 : pos=<x= 3 , y= 0 , z= -1 >, vel=<x= 0 , y= -1 , z= 1 >
found velocity and position match, step #: 654
0 : pos=<x= 2 , y= -4 , z= 0 >, vel=<x= 3 , y= -5 , z= -2 >
1 : pos=<x= 1 , y= -4 , z= 7 >, vel=<x= -2 , y= 4 , z= 2 >
2 : pos=<x= 3 , y= -3 , z= -6 >, vel=<x= 0 , y= 3 , z= -2 >
3 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= -1 , y= -2 , z= 2 >
found velocity and position match, step #: 655
0 : pos=<x= 5 , y= -7 , z= -1 >, vel=<x= 3 , y= -3 , z= -1 >
1 : pos=<x= 2 , y= 2 , z= 6 >, vel=<x= 1 , y= 6 , z= -1 >
2 : pos=<x= 0 , y= -1 , z= -5 >, vel=<x= -3 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= -1 , y= -5 , z= 1 >
found velocity and position match, step #: 656
0 : pos=<x= 5 , y= -8 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
1 : pos=<x= 2 , y= 5 , z= 2 >, vel=<x= 0 , y= 3 , z= -4 >
2 : pos=<x= 0 , y= 0 , z= -1 >, vel=<x= 0 , y= 1 , z= 4 >
3 : pos=<x= 1 , y= -10 , z= 2 >, vel=<x= 0 , y= -3 , z= 0 >
found velocity and position match, step #: 657
0 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= -3 , y= 0 , z= 2 >
1 : pos=<x= 1 , y= 5 , z= -4 >, vel=<x= -1 , y= 0 , z= -6 >
2 : pos=<x= 3 , y= 0 , z= 5 >, vel=<x= 3 , y= 0 , z= 6 >
3 : pos=<x= 2 , y= -10 , z= 0 >, vel=<x= 1 , y= 0 , z= -2 >
found velocity and position match, step #: 658
0 : pos=<x= -1 , y= -7 , z= 2 >, vel=<x= -3 , y= 1 , z= 1 >
1 : pos=<x= 3 , y= 2 , z= -7 >, vel=<x= 2 , y= -3 , z= -3 >
2 : pos=<x= 3 , y= -1 , z= 8 >, vel=<x= 0 , y= -1 , z= 3 >
3 : pos=<x= 3 , y= -7 , z= -1 >, vel=<x= 1 , y= 3 , z= -1 >
found velocity and position match, step #: 659
0 : pos=<x= -1 , y= -4 , z= 2 >, vel=<x= 0 , y= 3 , z= 0 >
1 : pos=<x= 4 , y= -4 , z= -7 >, vel=<x= 1 , y= -6 , z= 0 >
2 : pos=<x= 2 , y= -3 , z= 8 >, vel=<x= -1 , y= -2 , z= 0 >
3 : pos=<x= 3 , y= -2 , z= -1 >, vel=<x= 0 , y= 5 , z= 0 >
found velocity and position match, step #: 660
0 : pos=<x= 2 , y= 1 , z= 1 >, vel=<x= 3 , y= 5 , z= -1 >
1 : pos=<x= 2 , y= -8 , z= -4 >, vel=<x= -2 , y= -4 , z= 3 >
2 : pos=<x= 2 , y= -6 , z= 5 >, vel=<x= 0 , y= -3 , z= -3 >
3 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= -1 , y= 2 , z= 1 >
found velocity and position match, step #: 661
0 : pos=<x= 5 , y= 3 , z= -1 >, vel=<x= 3 , y= 2 , z= -2 >
1 : pos=<x= 0 , y= -9 , z= 2 >, vel=<x= -2 , y= -1 , z= 6 >
2 : pos=<x= 2 , y= -8 , z= -1 >, vel=<x= 0 , y= -2 , z= -6 >
3 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= -1 , y= 1 , z= 2 >
found velocity and position match, step #: 662
0 : pos=<x= 5 , y= 2 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
1 : pos=<x= 1 , y= -7 , z= 6 >, vel=<x= 1 , y= 2 , z= 4 >
2 : pos=<x= 1 , y= -9 , z= -5 >, vel=<x= -1 , y= -1 , z= -4 >
3 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= 0 , y= 0 , z= 0 >
found velocity and position match, step #: 663
0 : pos=<x= 2 , y= -2 , z= 0 >, vel=<x= -3 , y= -4 , z= 1 >
1 : pos=<x= 3 , y= -4 , z= 7 >, vel=<x= 2 , y= 3 , z= 1 >
2 : pos=<x= 1 , y= -7 , z= -6 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= 0 , z= 1 >, vel=<x= 1 , y= -1 , z= -1 >
found velocity and position match, step #: 664
0 : pos=<x= -1 , y= -7 , z= 2 >, vel=<x= -3 , y= -5 , z= 2 >
1 : pos=<x= 2 , y= 0 , z= 5 >, vel=<x= -1 , y= 4 , z= -2 >
2 : pos=<x= 4 , y= -2 , z= -4 >, vel=<x= 3 , y= 5 , z= 2 >
3 : pos=<x= 3 , y= -4 , z= -1 >, vel=<x= 1 , y= -4 , z= -2 >
found velocity and position match, step #: 665
0 : pos=<x= -1 , y= -9 , z= 3 >, vel=<x= 0 , y= -2 , z= 1 >
1 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 0 , y= 1 , z= -5 >
2 : pos=<x= 4 , y= 2 , z= 1 >, vel=<x= 0 , y= 4 , z= 5 >
3 : pos=<x= 3 , y= -7 , z= -2 >, vel=<x= 0 , y= -3 , z= -1 >
found velocity and position match, step #: 666
0 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= 3 , y= 1 , z= -2 >
1 : pos=<x= 3 , y= 1 , z= -4 >, vel=<x= 1 , y= 0 , z= -4 >
2 : pos=<x= 1 , y= 3 , z= 5 >, vel=<x= -3 , y= 1 , z= 4 >
3 : pos=<x= 2 , y= -9 , z= 0 >, vel=<x= -1 , y= -2 , z= 2 >
found velocity and position match, step #: 667
0 : pos=<x= 5 , y= -6 , z= -2 >, vel=<x= 3 , y= 2 , z= -3 >
1 : pos=<x= 1 , y= 0 , z= -5 >, vel=<x= -2 , y= -1 , z= -1 >
2 : pos=<x= 1 , y= 1 , z= 6 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 1 , y= -8 , z= 3 >, vel=<x= -1 , y= 1 , z= 3 >
found velocity and position match, step #: 668
0 : pos=<x= 5 , y= -3 , z= -4 >, vel=<x= 0 , y= 3 , z= -2 >
1 : pos=<x= 0 , y= -2 , z= -3 >, vel=<x= -1 , y= -2 , z= 2 >
2 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= 1 , y= -5 , z= -2 >
3 : pos=<x= 1 , y= -4 , z= 5 >, vel=<x= 0 , y= 4 , z= 2 >
found velocity and position match, step #: 669
0 : pos=<x= 2 , y= -1 , z= -3 >, vel=<x= -3 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= 2 , y= -5 , z= 3 >
2 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= 0 , y= -3 , z= -3 >
3 : pos=<x= 2 , y= 2 , z= 4 >, vel=<x= 1 , y= 6 , z= -1 >
found velocity and position match, step #: 670
0 : pos=<x= -1 , y= 0 , z= 1 >, vel=<x= -3 , y= 1 , z= 4 >
1 : pos=<x= 4 , y= -10 , z= 4 >, vel=<x= 2 , y= -3 , z= 4 >
2 : pos=<x= 2 , y= -8 , z= -3 >, vel=<x= 0 , y= -1 , z= -4 >
3 : pos=<x= 3 , y= 5 , z= 0 >, vel=<x= 1 , y= 3 , z= -4 >
found velocity and position match, step #: 671
0 : pos=<x= -1 , y= 0 , z= 4 >, vel=<x= 0 , y= 0 , z= 3 >
1 : pos=<x= 3 , y= -10 , z= 5 >, vel=<x= -1 , y= 0 , z= 1 >
2 : pos=<x= 3 , y= -8 , z= -4 >, vel=<x= 1 , y= 0 , z= -1 >
3 : pos=<x= 3 , y= 5 , z= -3 >, vel=<x= 0 , y= 0 , z= -3 >
found velocity and position match, step #: 672
0 : pos=<x= 2 , y= -1 , z= 6 >, vel=<x= 3 , y= -1 , z= 2 >
1 : pos=<x= 1 , y= -7 , z= 3 >, vel=<x= -2 , y= 3 , z= -2 >
2 : pos=<x= 3 , y= -7 , z= -2 >, vel=<x= 0 , y= 1 , z= 2 >
3 : pos=<x= 2 , y= 2 , z= -5 >, vel=<x= -1 , y= -3 , z= -2 >
found velocity and position match, step #: 673
0 : pos=<x= 5 , y= -3 , z= 5 >, vel=<x= 3 , y= -2 , z= -1 >
1 : pos=<x= 2 , y= -2 , z= 0 >, vel=<x= 1 , y= 5 , z= -3 >
2 : pos=<x= 0 , y= -4 , z= 1 >, vel=<x= -3 , y= 3 , z= 3 >
3 : pos=<x= 1 , y= -4 , z= -4 >, vel=<x= -1 , y= -6 , z= 1 >
found velocity and position match, step #: 674
0 : pos=<x= 5 , y= -6 , z= 1 >, vel=<x= 0 , y= -3 , z= -4 >
1 : pos=<x= 2 , y= 0 , z= -2 >, vel=<x= 0 , y= 2 , z= -2 >
2 : pos=<x= 0 , y= 1 , z= 3 >, vel=<x= 0 , y= 5 , z= 2 >
3 : pos=<x= 1 , y= -8 , z= 0 >, vel=<x= 0 , y= -4 , z= 4 >
found velocity and position match, step #: 675
0 : pos=<x= 2 , y= -8 , z= -4 >, vel=<x= -3 , y= -2 , z= -5 >
1 : pos=<x= 1 , y= 1 , z= -1 >, vel=<x= -1 , y= 1 , z= 1 >
2 : pos=<x= 3 , y= 3 , z= 2 >, vel=<x= 3 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= -9 , z= 5 >, vel=<x= 1 , y= -1 , z= 5 >
found velocity and position match, step #: 676
0 : pos=<x= -1 , y= -9 , z= -6 >, vel=<x= -3 , y= -1 , z= -2 >
1 : pos=<x= 3 , y= 1 , z= 1 >, vel=<x= 2 , y= 0 , z= 2 >
2 : pos=<x= 3 , y= 2 , z= 0 >, vel=<x= 0 , y= -1 , z= -2 >
3 : pos=<x= 3 , y= -7 , z= 7 >, vel=<x= 1 , y= 2 , z= 2 >
found velocity and position match, step #: 677
0 : pos=<x= -1 , y= -7 , z= -5 >, vel=<x= 0 , y= 2 , z= 1 >
1 : pos=<x= 4 , y= 0 , z= 2 >, vel=<x= 1 , y= -1 , z= 1 >
2 : pos=<x= 2 , y= -2 , z= -1 >, vel=<x= -1 , y= -4 , z= -1 >
3 : pos=<x= 3 , y= -4 , z= 6 >, vel=<x= 0 , y= 3 , z= -1 >
found velocity and position match, step #: 678
0 : pos=<x= 2 , y= -2 , z= -1 >, vel=<x= 3 , y= 5 , z= 4 >
1 : pos=<x= 2 , y= -4 , z= 2 >, vel=<x= -2 , y= -4 , z= 0 >
2 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 0 , y= -5 , z= 0 >
3 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= -1 , y= 4 , z= -4 >
found velocity and position match, step #: 679
0 : pos=<x= 5 , y= 2 , z= 5 >, vel=<x= 3 , y= 4 , z= 6 >
1 : pos=<x= 0 , y= -7 , z= 0 >, vel=<x= -2 , y= -3 , z= -2 >
2 : pos=<x= 2 , y= -9 , z= 1 >, vel=<x= 0 , y= -2 , z= 2 >
3 : pos=<x= 1 , y= 1 , z= -4 >, vel=<x= -1 , y= 1 , z= -6 >
found velocity and position match, step #: 680
0 : pos=<x= 5 , y= 3 , z= 8 >, vel=<x= 0 , y= 1 , z= 3 >
1 : pos=<x= 1 , y= -9 , z= -1 >, vel=<x= 1 , y= -2 , z= -1 >
2 : pos=<x= 1 , y= -8 , z= 2 >, vel=<x= -1 , y= 1 , z= 1 >
3 : pos=<x= 1 , y= 1 , z= -7 >, vel=<x= 0 , y= 0 , z= -3 >
found velocity and position match, step #: 681
0 : pos=<x= 2 , y= 1 , z= 8 >, vel=<x= -3 , y= -2 , z= 0 >
1 : pos=<x= 3 , y= -8 , z= -1 >, vel=<x= 2 , y= 1 , z= 0 >
2 : pos=<x= 1 , y= -6 , z= 2 >, vel=<x= 0 , y= 2 , z= 0 >
3 : pos=<x= 2 , y= 0 , z= -7 >, vel=<x= 1 , y= -1 , z= 0 >
found velocity and position match, step #: 682
0 : pos=<x= -1 , y= -4 , z= 5 >, vel=<x= -3 , y= -5 , z= -3 >
1 : pos=<x= 2 , y= -4 , z= 0 >, vel=<x= -1 , y= 4 , z= 1 >
2 : pos=<x= 4 , y= -3 , z= 1 >, vel=<x= 3 , y= 3 , z= -1 >
3 : pos=<x= 3 , y= -2 , z= -4 >, vel=<x= 1 , y= -2 , z= 3 >
found velocity and position match, step #: 683
0 : pos=<x= -1 , y= -7 , z= -1 >, vel=<x= 0 , y= -3 , z= -6 >
1 : pos=<x= 2 , y= 2 , z= 2 >, vel=<x= 0 , y= 6 , z= 2 >
2 : pos=<x= 4 , y= -1 , z= -1 >, vel=<x= 0 , y= 2 , z= -2 >
3 : pos=<x= 3 , y= -7 , z= 2 >, vel=<x= 0 , y= -5 , z= 6 >
found velocity and position match, step #: 684
0 : pos=<x= 2 , y= -8 , z= -5 >, vel=<x= 3 , y= -1 , z= -4 >
1 : pos=<x= 3 , y= 5 , z= 2 >, vel=<x= 1 , y= 3 , z= 0 >
2 : pos=<x= 1 , y= 0 , z= -1 >, vel=<x= -3 , y= 1 , z= 0 >
3 : pos=<x= 2 , y= -10 , z= 6 >, vel=<x= -1 , y= -3 , z= 4 >
found velocity and position match, step #: 685
0 : pos=<x= 5 , y= -8 , z= -6 >, vel=<x= 3 , y= 0 , z= -1 >
1 : pos=<x= 1 , y= 5 , z= 1 >, vel=<x= -2 , y= 0 , z= -1 >
2 : pos=<x= 1 , y= 0 , z= 0 >, vel=<x= 0 , y= 0 , z= 1 >
3 : pos=<x= 1 , y= -10 , z= 7 >, vel=<x= -1 , y= 0 , z= 1 >
found velocity and position match, step #: 686
0 : pos=<x= 5 , y= -7 , z= -4 >, vel=<x= 0 , y= 1 , z= 2 >
1 : pos=<x= 0 , y= 2 , z= -1 >, vel=<x= -1 , y= -3 , z= -2 >
2 : pos=<x= 2 , y= -1 , z= 2 >, vel=<x= 1 , y= -1 , z= 2 >
3 : pos=<x= 1 , y= -7 , z= 5 >, vel=<x= 0 , y= 3 , z= -2 >
found velocity and position match, step #: 687
0 : pos=<x= 2 , y= -4 , z= 1 >, vel=<x= -3 , y= 3 , z= 5 >
1 : pos=<x= 2 , y= -4 , z= -2 >, vel=<x= 2 , y= -6 , z= -1 >
2 : pos=<x= 2 , y= -3 , z= 3 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 2 , y= -2 , z= 0 >, vel=<x= 1 , y= 5 , z= -5 >
found velocity and position match, step #: 688
0 : pos=<x= -1 , y= 1 , z= 5 >, vel=<x= -3 , y= 5 , z= 4 >
1 : pos=<x= 4 , y= -8 , z= 0 >, vel=<x= 2 , y= -4 , z= 2 >
2 : pos=<x= 2 , y= -6 , z= 1 >, vel=<x= 0 , y= -3 , z= -2 >
3 : pos=<x= 3 , y= 0 , z= -4 >, vel=<x= 1 , y= 2 , z= -4 >
found velocity and position match, step #: 689
0 : pos=<x= -1 , y= 3 , z= 6 >, vel=<x= 0 , y= 2 , z= 1 >
1 : pos=<x= 3 , y= -9 , z= 3 >, vel=<x= -1 , y= -1 , z= 3 >
2 : pos=<x= 3 , y= -8 , z= -2 >, vel=<x= 1 , y= -2 , z= -3 >
3 : pos=<x= 3 , y= 1 , z= -5 >, vel=<x= 0 , y= 1 , z= -1 >
found velocity and position match, step #: 690
0 : pos=<x= 2 , y= 2 , z= 4 >, vel=<x= 3 , y= -1 , z= -2 >
1 : pos=<x= 1 , y= -7 , z= 5 >, vel=<x= -2 , y= 2 , z= 2 >
